"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.35523925843964e-106,-6.81684449891498,0.206,0.082,5.69451206942375e-102,"qPSC","ANTXR1"
3.93739954410445e-106,-49.9097197875152,0.092,0.248,6.68255450625408e-102,"qPSC","OCIAD2"
7.56601290005072e-106,0.575052196715411,0.332,0.166,1.28410370939661e-101,"qPSC","MRPL32"
7.85470581673909e-106,0.56234723968677,0.263,0.116,1.33310067121696e-101,"qPSC","EMC2"
3.4730788844161e-105,0.331846275879615,0.32,0.157,5.89450948263101e-101,"qPSC","ADH5"
6.67062639004296e-105,1.3113278379467,0.39,0.212,1.13213871091809e-100,"qPSC","TCEAL8"
3.18911999003747e-104,-2.37568770608823,0.491,0.301,5.4125744470916e-100,"qPSC","MRFAP1"
4.20618788687097e-104,-3.47860748123739,0.342,0.172,7.13874208159741e-100,"qPSC","NUDT4"
4.70845855480696e-104,-4.90791436588441,0.342,0.172,7.99119585921837e-100,"qPSC","SCPEP1"
8.8749933303013e-104,0.663322268460707,0.223,0.089,1.50626386801874e-99,"qPSC","CPQ"
1.69655431541359e-103,0.605484017256725,0.572,0.414,2.87939198411994e-99,"qPSC","RBM3"
2.44392082388435e-103,1.97892520551169,0.262,0.116,4.14782242229652e-99,"qPSC","ZFHX3"
4.60713828916635e-103,-652.17821485283,0.562,0.364,7.81923510437313e-99,"qPSC","ISG15"
6.91011714671459e-103,-31.5063491465476,0.743,0.574,1.1727850821404e-98,"qPSC","NDUFS5"
1.48338737540255e-102,-1.31960133267994,0.322,0.161,2.5176050535332e-98,"qPSC","EMP2"
2.54338072740415e-102,0.717448112891049,0.312,0.169,4.31662577055032e-98,"qPSC","TMEM165"
4.35944426714985e-102,-4.33339844482099,0.337,0.171,7.39884881020672e-98,"qPSC","ADI1"
5.87187766299018e-102,-122.709143710926,0.639,0.439,9.96575076962693e-98,"qPSC","IFI27"
1.15749746095356e-101,-4.92399079370918,0.358,0.187,1.96450469073039e-97,"qPSC","SLC38A2"
4.61548681629204e-101,0.912389129567194,0.376,0.212,7.83340422461084e-97,"qPSC","RNASEH2C"
5.87622684961244e-101,-17.5767685751335,0.627,0.45,9.97313220916222e-97,"qPSC","PNRC1"
7.90614571716543e-101,-551.189561990599,0.227,0.394,1.34183105111732e-96,"qPSC","LYZ"
9.28593169086827e-101,21.5602948806595,0.608,0.438,1.57600832657416e-96,"qPSC","TUBA1B"
1.24861932332475e-100,-108.314099893886,0.064,0.203,2.11915671554677e-96,"qPSC","BIRC3"
1.68102461977159e-100,7.95387221952697,0.269,0.122,2.85303498467634e-96,"qPSC","MYC"
4.80406630466855e-100,0.519522304192898,0.25,0.115,8.15346133228347e-96,"qPSC","NFU1"
6.87966956038771e-100,0.440562006043278,0.219,0.086,1.167617517789e-95,"qPSC","MAGEH1"
1.75815029392159e-99,0.845902799522166,0.336,0.185,2.98393267884372e-95,"qPSC","PSMC3"
2.01705878770152e-99,-11.2388881810091,0.552,0.362,3.42335217448701e-95,"qPSC","NDUFB10"
2.70637240478851e-99,-8.09000403643723,0.441,0.256,4.59325524540706e-95,"qPSC","MORF4L2"
4.9064306188029e-99,-40.4671031448359,0.259,0.114,8.32719404623229e-95,"qPSC","CCND1"
8.22398454536903e-99,-118.248836253553,0.509,0.324,1.39577465704003e-94,"qPSC","CYSTM1"
1.4937752597032e-98,-8.85748051939461,0.365,0.197,2.53523537076827e-94,"qPSC","NR4A1"
6.56073604939609e-98,0.469243342253005,0.239,0.104,1.1134881223035e-93,"qPSC","ABI2"
4.1455684753238e-96,0.490889280453567,0.209,0.083,7.03585881631956e-92,"qPSC","TLE1"
5.08748088710527e-96,-11.9612929934426,0.603,0.417,8.63447256159507e-92,"qPSC","MICOS10"
1.01789393188649e-95,-27.3089842469137,0.506,0.323,1.72756958119775e-91,"qPSC","APP"
1.32938852772177e-95,-31.3063939356698,0.698,0.522,2.25623820924939e-91,"qPSC","NME2"
2.89335855177288e-95,0.497078028502422,0.426,0.249,4.91060813406894e-91,"qPSC","CHMP5"
7.99813615154139e-95,-27.7461040320493,0.781,0.628,1.3574436676396e-90,"qPSC","COX6C"
1.74682869600598e-94,-19.3366041832684,0.461,0.278,2.96471766286135e-90,"qPSC","RHOB"
2.33254517308116e-94,-9.31481873145565,0.589,0.4,3.95879566775335e-90,"qPSC","RABAC1"
3.43177177062694e-94,0.467324043408367,0.552,0.382,5.82440304910805e-90,"qPSC","VAMP2"
7.76123262089343e-94,1.39119466849026,0.438,0.27,1.31723640041803e-89,"qPSC","PSMB6"
9.21512812063335e-94,0.368071695449608,0.3,0.152,1.56399154463389e-89,"qPSC","RCN2"
1.09270118431571e-93,-12.3867634908381,0.464,0.281,1.85453245002062e-89,"qPSC","YBX3"
1.45501179034984e-93,-7.6680803525846,0.586,0.429,2.46944601058174e-89,"qPSC","ATP5F1D"
3.84574708764868e-93,-1.3308290754175,0.429,0.256,6.52700195715734e-89,"qPSC","WASF2"
4.03899702779869e-93,0.264099066801665,0.449,0.274,6.85498575557994e-89,"qPSC","FKBP5"
7.76560092904825e-93,-12.4067788513142,0.734,0.573,1.31797778967807e-88,"qPSC","NAP1L1"
1.2124943431375e-92,-1.67287585805329,0.445,0.27,2.05784539917296e-88,"qPSC","PRDX2"
6.85113771733699e-92,4.17862078580093,0.312,0.164,1.16277509338643e-87,"qPSC","ILK"
2.75695912163659e-91,-17.6226041153695,0.601,0.443,4.67911102124161e-87,"qPSC","RAN"
2.87208743629671e-91,0.519209891922699,0.277,0.136,4.87450679688278e-87,"qPSC","AAMP"
3.08648757549237e-91,-60.3083895415615,0.682,0.503,5.23838671312566e-87,"qPSC","TPI1"
4.76758752981782e-91,-55.7260581857954,0.735,0.581,8.09154955560681e-87,"qPSC","COX7A2"
8.85903777793788e-91,-25.5944598671918,0.663,0.497,1.50355589167162e-86,"qPSC","COX7B"
9.41683975888147e-91,-2.05486975586496,0.542,0.37,1.59822604387736e-86,"qPSC","NDUFB7"
1.05995791165978e-90,-8.97809863133942,0.68,0.518,1.79896056766897e-86,"qPSC","SON"
1.28351484651861e-89,-21.5364514630075,0.683,0.511,2.17838139751139e-85,"qPSC","POMP"
7.29013389769147e-89,0.578453529933759,0.281,0.142,1.2372815251162e-84,"qPSC","UBE2E1"
1.56883787528684e-88,-17.9689891560864,0.57,0.406,2.66263164193682e-84,"qPSC","ATP5MC3"
2.91026733580403e-88,-53.4595261140134,0.862,0.76,4.9393057223266e-84,"qPSC","EEF1D"
3.9774401417536e-88,-20.7649581864278,0.225,0.382,6.75051140858421e-84,"qPSC","TPM3"
6.81339318541118e-88,0.434399268067246,0.203,0.085,1.15636909142799e-83,"qPSC","MAPRE2"
1.05859033209592e-87,-0.743008265472678,0.275,0.133,1.79663951163319e-83,"qPSC","PDLIM2"
1.0995703341717e-87,4.16087307013133,0.576,0.417,1.86619077115621e-83,"qPSC","SRSF3"
1.85358984105333e-87,-10.0376713205667,0.481,0.306,3.14591267823571e-83,"qPSC","ZBTB20"
2.27731384877425e-87,-40.4755263783492,0.852,0.743,3.86505706413966e-83,"qPSC","HMGB1"
2.62994667623286e-86,0.683186890296942,0.284,0.142,4.4635454989024e-82,"qPSC","IMPDH2"
8.67458312513061e-86,0.515562242994124,0.278,0.139,1.47225024799717e-81,"qPSC","DCTN2"
1.81619467294169e-85,-14.4039814132635,0.309,0.169,3.08244559891663e-81,"qPSC","CSRP1"
1.98966478471878e-85,-12.616632134819,0.497,0.324,3.37685907262472e-81,"qPSC","RTRAF"
3.25633930508762e-85,-1.61353857531572,0.42,0.257,5.52665906859471e-81,"qPSC","EIF5A"
4.83193041073698e-85,-0.473486155010629,0.379,0.224,8.2007522931028e-81,"qPSC","PSMA3"
1.12448699475499e-84,-5.99856454639439,0.318,0.169,1.90847932749817e-80,"qPSC","MAP4"
1.48817323488917e-84,1.16007260446578,0.298,0.152,2.5257276142539e-80,"qPSC","RCN1"
1.63458334858434e-84,-8.57726064915528,0.204,0.084,2.77421485921734e-80,"qPSC","PDLIM3"
1.94022859836477e-84,0.974555409519026,0.387,0.249,3.29295597714469e-80,"qPSC","AP1M1"
4.59277906923278e-84,0.839324264216097,0.209,0.092,7.79486463630188e-80,"qPSC","MYLIP"
8.79488536344756e-84,0.603622111686535,0.371,0.227,1.49266794388432e-79,"qPSC","PSMC5"
9.04542736893239e-84,-1.52216464240837,0.582,0.418,1.53518993305521e-79,"qPSC","NDUFA11"
2.53643984670544e-83,-8.9349728902156,0.488,0.317,4.30484570782847e-79,"qPSC","NDUFS6"
3.4478621363657e-83,-32.8822534580926,0.648,0.477,5.85171161783986e-79,"qPSC","POLR2L"
2.80936858745022e-82,-2.14755429383427,0.663,0.52,4.76806036662052e-78,"qPSC","HNRNPK"
3.28529470441e-82,-98.4778562229811,0.244,0.137,5.57580217232465e-78,"qPSC","FBLN1"
4.14026066498771e-82,-0.335235905931006,0.296,0.155,7.02685040061714e-78,"qPSC","TMEM176A"
8.84312032597689e-82,1.30514243142329,0.438,0.277,1.5008543817248e-77,"qPSC","DUT"
1.11689193287601e-81,0.633284879224683,0.385,0.234,1.89558898847716e-77,"qPSC","ACADVL"
1.18512149597584e-81,-2.83296200683129,0.397,0.235,2.01138820297019e-77,"qPSC","SELENOS"
1.48711581516918e-81,-0.393333268360834,0.538,0.376,2.52393296150514e-77,"qPSC","NDUFB8"
2.01744314055553e-81,0.570352474293166,0.291,0.152,3.42400449815084e-77,"qPSC","MPG"
2.13777477845396e-81,-31.5245531160406,0.669,0.502,3.62823135399207e-77,"qPSC","TMEM59"
4.39855087215371e-81,-1.8827854818681,0.489,0.331,7.46522054021927e-77,"qPSC","PSMA4"
8.47889608890776e-81,5.4880994328448,0.596,0.437,1.43903824420943e-76,"qPSC","NDUFB2"
1.41077629810802e-80,-0.384120393548615,0.374,0.22,2.39436953314892e-76,"qPSC","COPS6"
2.70163744065387e-80,0.460558898079353,0.273,0.139,4.58521906427776e-76,"qPSC","C5orf24"
3.22344230287417e-80,-19.7282255117997,0.777,0.641,5.47082627643804e-76,"qPSC","EEF2"
3.71456307498972e-80,1.27589614950669,0.284,0.154,6.30435645087256e-76,"qPSC","DEGS1"
8.55944417105534e-80,-12.2741070038825,0.348,0.196,1.45270886471151e-75,"qPSC","TAX1BP3"
9.24375250960634e-80,-111.865686583867,0.132,0.263,1.56884967593039e-75,"qPSC","IFI30"
1.09402416504734e-79,0.347433481739842,0.204,0.087,1.85677781291835e-75,"qPSC","HOXB2"
1.22388368289859e-79,-12.1845980418556,0.23,0.105,2.07717538661548e-75,"qPSC","CBR1"
1.70652201615712e-79,0.547310152236433,0.258,0.127,2.89630916582187e-75,"qPSC","BCAP29"
1.88094441548017e-79,0.353671988259912,0.219,0.098,3.19233886195294e-75,"qPSC","MYO1C"
2.02211115696956e-79,0.6573210774125,0.204,0.093,3.43192705560874e-75,"qPSC","HIPK2"
2.98595327708703e-79,-59.6108703320382,0.897,0.79,5.06775990187211e-75,"qPSC","ITM2B"
4.15785263152064e-79,1.08003665355674,0.289,0.155,7.05670748621683e-75,"qPSC","UBE2A"
5.75252451290894e-79,-6.89864935594889,0.494,0.324,9.76318460330906e-75,"qPSC","ANAPC11"
6.53746059765106e-79,0.502780462304465,0.293,0.155,1.10953781263334e-74,"qPSC","DCTN6"
9.81405752107156e-79,0.526186990954729,0.227,0.104,1.66564184247626e-74,"qPSC","ASAP1"
1.06663657841736e-78,-1.75071991402592,0.417,0.26,1.81029560088995e-74,"qPSC","NDUFAB1"
2.24145632510111e-78,-33.3651613876113,0.58,0.432,3.8041996749616e-74,"qPSC","ATP5PO"
2.90637597713264e-78,-6.62288937397159,0.518,0.345,4.93270130838952e-74,"qPSC","HMGN3"
4.55004025939725e-78,0.3528165356344,0.275,0.145,7.72232832824902e-74,"qPSC","RNF5"
1.33210615911219e-77,-1.34427443927758,0.288,0.15,2.26085057324521e-73,"qPSC","UTRN"
2.37503922158567e-77,0.284143340969694,0.273,0.143,4.03091656687521e-73,"qPSC","MRPL36"
4.81211500734595e-77,-13.7033709110644,0.538,0.373,8.16712159046755e-73,"qPSC","SF3B6"
4.83073552764247e-77,0.485735410676557,0.211,0.097,8.1987243375148e-73,"qPSC","KNOP1"
5.08621112921039e-77,1.65692045170991,0.368,0.219,8.63231752849588e-73,"qPSC","COMT"
5.29410308108502e-77,0.347894811427587,0.251,0.122,8.98515174921749e-73,"qPSC","RTL8A"
7.72767945917149e-77,-2.30173070645998,0.451,0.288,1.31154175781059e-72,"qPSC","TMEM14C"
1.96515901588541e-76,-9.81363353695768,0.619,0.476,3.33526788176071e-72,"qPSC","SLIRP"
2.46136094203763e-76,0.442302612001501,0.27,0.138,4.17742179082626e-72,"qPSC","ATP2A2"
6.19024976547256e-76,0.43583666512847,0.362,0.217,1.050609190196e-71,"qPSC","SDHD"
6.59925425798112e-76,-8.85272513991413,0.501,0.332,1.12002543266456e-71,"qPSC","CD81"
7.63667858766531e-76,-0.350387865935644,0.388,0.247,1.29609708989856e-71,"qPSC","JAK1"
9.07319257059246e-76,-21.6229700591956,0.817,0.71,1.53990224308095e-71,"qPSC","PPIA"
3.56273431883737e-75,0.73941608665913,0.222,0.104,6.04667268593078e-71,"qPSC","AK1"
6.9397444153156e-75,-1.33003625223103,0.461,0.3,1.17781342216736e-70,"qPSC","ATP6AP2"
9.85600707662837e-75,0.439398938998629,0.207,0.094,1.67276152104537e-70,"qPSC","SIK1B"
9.92613427081734e-75,-0.612594868588841,0.411,0.26,1.68466350844312e-70,"qPSC","MICOS13"
1.65448030732119e-74,-0.336822934859739,0.544,0.401,2.80798397758552e-70,"qPSC","NDUFB1"
2.33318445718817e-74,-23.1383671702743,0.141,0.279,3.95988066073977e-70,"qPSC","CLEC2B"
4.32290892235475e-74,-1.24086417847588,0.111,0.24,7.33684102302049e-70,"qPSC","ABRACL"
6.67277977626125e-74,-17.98094675861,0.759,0.612,1.13250418362706e-69,"qPSC","COX5B"
9.5434537884954e-74,-36.1955131501678,0.721,0.556,1.61971497698344e-69,"qPSC","RAC1"
1.11303880469461e-73,-4.37294609474065,0.334,0.197,1.8890494593277e-69,"qPSC","NFIB"
1.15898866688917e-73,-8.81260228525315,0.297,0.16,1.96703556544429e-69,"qPSC","CLIC4"
1.90968492754127e-73,-0.389120493484878,0.57,0.427,3.24111725902304e-69,"qPSC","BRK1"
2.49244836620821e-73,1.04371996358509,0.292,0.156,4.23018336712858e-69,"qPSC","TOB1"
4.18941970051411e-73,-2.06371088611182,0.549,0.39,7.11028311571255e-69,"qPSC","MRPS21"
6.29267827914528e-73,-1.99263712638064,0.278,0.145,1.06799335753654e-68,"qPSC","OAT"
8.7206174470596e-73,-171.403423481592,0.736,0.576,1.48006319311496e-68,"qPSC","HSP90AB1"
1.45779411139029e-72,-22.3021683746613,0.743,0.598,2.47416816585159e-68,"qPSC","EDF1"
1.72640855804548e-72,0.434523627900417,0.292,0.158,2.93006060471479e-68,"qPSC","DST"
2.78779903540755e-72,0.385362982824903,0.268,0.141,4.7314525228937e-68,"qPSC","OPTN"
4.14167824837377e-72,-1.42056902158927,0.27,0.14,7.02925632313997e-68,"qPSC","GOLIM4"
5.97469808582647e-72,-90.8322584768854,0.506,0.341,1.01402575912647e-67,"qPSC","CTSC"
1.61908155199003e-71,-0.950650746455592,0.482,0.327,2.74790521003748e-67,"qPSC","SNRPB2"
1.75395024591927e-71,-2.35766460322613,0.205,0.093,2.97680435737418e-67,"qPSC","ENAH"
1.86394106420439e-71,0.742171180776098,0.465,0.311,3.16348077416769e-67,"qPSC","SSB"
2.54424739023003e-71,-70.914461714751,0.723,0.567,4.3180966706984e-67,"qPSC","GSTP1"
2.57153538332825e-71,0.681519685947626,0.35,0.22,4.36440985258471e-67,"qPSC","UQCRC2"
2.73285095508406e-71,0.492287469450695,0.255,0.136,4.63819464096867e-67,"qPSC","STOML2"
3.09581533086567e-71,-7.12318032363299,0.518,0.365,5.25421777954522e-67,"qPSC","C11orf58"
3.29592267483986e-71,-0.340307204971774,0.362,0.214,5.59383996373822e-67,"qPSC","ARL2"
6.06973665667129e-71,-4.80859722218369,0.49,0.341,1.03015570537025e-66,"qPSC","ATP5F1C"
6.74325873948747e-71,-4.06208978522576,0.409,0.266,1.14446587326581e-66,"qPSC","NDUFS7"
6.88332187341049e-71,-20.9590987074798,0.201,0.1,1.16823738835523e-66,"qPSC","FBN1"
7.32516242092471e-71,-85.7781223162365,0.091,0.204,1.24322656607934e-66,"qPSC","C3"
7.68537570156298e-71,0.447927342004534,0.253,0.133,1.30436196406927e-66,"qPSC","PDHB"
1.02407020061736e-70,0.318170786622694,0.226,0.108,1.73805194448778e-66,"qPSC","FLYWCH2"
2.7135423451894e-70,-1.30373926777424,0.092,0.207,4.60542406825545e-66,"qPSC","GPSM3"
3.00945873577327e-70,-4.56943816035431,0.265,0.137,5.10765336635439e-66,"qPSC","PDLIM7"
3.82608131506692e-70,0.439734033054261,0.353,0.21,6.49362520793157e-66,"qPSC","CHD9"
4.03616056013553e-70,-0.490763647893221,0.489,0.334,6.85017170266202e-66,"qPSC","PSMA1"
4.95644496746639e-70,-47.586187493915,0.358,0.22,8.41207839878395e-66,"qPSC","TCIM"
5.16719042249533e-70,-17.7279075436781,0.648,0.488,8.76975558505908e-66,"qPSC","TRMT112"
6.88507228711092e-70,-58.7348577295178,0.86,0.75,1.16853446856846e-65,"qPSC","BTF3"
1.06992436497109e-69,-11.6186468891126,0.332,0.196,1.81587563222894e-65,"qPSC","TUBB4B"
1.10655319772341e-69,0.436888849053288,0.421,0.272,1.87804208717616e-65,"qPSC","PYURF"
1.13470157092394e-69,-3.06361006292684,0.287,0.161,1.92581550617211e-65,"qPSC","CCT2"
1.29158668864948e-69,0.4284806724786,0.222,0.108,2.19208092797589e-65,"qPSC","CZIB"
1.84427512787727e-69,-6.28757481209815,0.548,0.385,3.1301037470333e-65,"qPSC","KTN1"
2.36587599874424e-69,-5.40199059793825,0.631,0.47,4.01536474506872e-65,"qPSC","MORF4L1"
2.69144349644717e-69,-0.984189310857029,0.407,0.258,4.56791790217015e-65,"qPSC","RNH1"
2.85101727677238e-69,-93.2585291467902,0.43,0.274,4.83874652213809e-65,"qPSC","ARF4"
3.01044481228162e-69,-104.075235161797,0.752,0.609,5.10932693540436e-65,"qPSC","CHCHD2"
3.6360298170943e-69,-1.88352338549161,0.549,0.397,6.17106980557245e-65,"qPSC","NDUFB11"
6.35244719648153e-69,-9.23978697308675,0.534,0.377,1.07813733818684e-64,"qPSC","ATP5PD"
9.29445631004695e-69,-8.02862685011822,0.393,0.242,1.57745512494117e-64,"qPSC","VKORC1"
1.00686121493482e-68,-0.819124670711744,0.515,0.353,1.70884485398737e-64,"qPSC","PHPT1"
1.05269392818087e-68,0.617054670708989,0.359,0.228,1.78663213490857e-64,"qPSC","HNRNPR"
1.36554240243986e-68,-2.95302373053836,0.356,0.212,2.31759856542094e-64,"qPSC","NDUFS4"
1.52320166980875e-68,-6.3215508988845,0.383,0.236,2.58517787399941e-64,"qPSC","MARCKS"
2.04712888073036e-68,-1.84889569929985,0.299,0.168,3.47438713637557e-64,"qPSC","RAB31"
2.40774698963302e-68,-7.99266232723096,0.427,0.275,4.08642819080516e-64,"qPSC","PGAM1"
2.96826372800828e-68,0.312836077769136,0.207,0.096,5.03773719917566e-64,"qPSC","POR"
3.00400713658214e-68,-23.9158295373168,0.422,0.279,5.09840091220721e-64,"qPSC","NDUFA6"
4.75063192675755e-68,0.64207815628077,0.299,0.171,8.06277250609292e-64,"qPSC","UQCRC1"
5.21852640757015e-68,4.88375444810504,0.237,0.118,8.85688301892806e-64,"qPSC","AOPEP"
7.1977296180101e-68,-7.73626475946985,0.317,0.187,1.22159867076867e-63,"qPSC","PPIC"
7.87920812939334e-68,-4.43228191362547,0.532,0.381,1.33725920372064e-63,"qPSC","TMEM50A"
9.16711922143444e-68,-1.34897812993113,0.301,0.175,1.55584347426185e-63,"qPSC","CCT5"
1.10453928261782e-67,-18.8381958654222,0.089,0.2,1.87462407045897e-63,"qPSC","S100A16"
1.38030619407645e-67,-11.4285418670054,0.362,0.22,2.34265567258654e-63,"qPSC","IL6ST"
8.01404514680161e-67,-49.9593341308869,0.618,0.462,1.36014374231517e-62,"qPSC","TAGLN2"
1.02120485871852e-66,-8.76238959627836,0.726,0.589,1.73318888621707e-62,"qPSC","UQCR11"
1.64465326814793e-66,-92.2055530050283,0.622,0.459,2.79130552670067e-62,"qPSC","HSP90B1"
1.68222153316018e-66,-17.3076922090051,0.62,0.461,2.85506638607946e-62,"qPSC","TBCA"
2.3706727896729e-66,0.633799939763315,0.304,0.178,4.02350585863285e-62,"qPSC","DCTN3"
2.97383557664517e-66,-2.79634466189982,0.476,0.321,5.04719374068219e-62,"qPSC","EIF1AX"
3.2260942105922e-66,0.307244736320697,0.327,0.192,5.47532709421709e-62,"qPSC","REXO2"
3.36994361806895e-66,0.487092432382956,0.251,0.134,5.71946830858663e-62,"qPSC","RBBP7"
3.61821651544091e-66,0.473451384664799,0.316,0.186,6.14083707000631e-62,"qPSC","HNRNPH2"
3.78765168571094e-66,-33.0646261833727,0.535,0.655,6.42840244098861e-62,"qPSC","HLA-E"
4.0732310648311e-66,-32.5541497949257,0.232,0.119,6.91308776323135e-62,"qPSC","PLAT"
4.61563461101859e-66,1.02319073205572,0.519,0.373,7.83365506182076e-62,"qPSC","EIF4G2"
5.97540040052311e-66,0.369982747599622,0.354,0.219,1.01414495597678e-61,"qPSC","EIF3CL"
1.06942127468353e-65,-99.2126109055383,0.368,0.224,1.81502178739288e-61,"qPSC","MARCKSL1"
1.30202978181397e-65,0.879008352150298,0.206,0.102,2.20980494569466e-61,"qPSC","YAF2"
1.41158179105461e-65,-0.263225635805556,0.464,0.316,2.39573661577789e-61,"qPSC","ZNHIT1"
1.7459425320152e-65,-14.1320496638642,0.746,0.618,2.96321366533619e-61,"qPSC","ATP5MC2"
1.78499234812234e-65,0.487505123694125,0.259,0.138,3.02948901323323e-61,"qPSC","HDAC2"
1.96122904260219e-65,-99.1713073342543,0.712,0.563,3.32859793110444e-61,"qPSC","ALDOA"
3.3070165146751e-65,-16.0382902849193,0.483,0.341,5.61266842870658e-61,"qPSC","GADD45GIP1"
3.68216662253548e-65,-8.81043113479264,0.658,0.515,6.24937319176723e-61,"qPSC","ATP6V1G1"
4.36505430132827e-65,-12.7294886504569,0.435,0.29,7.40837016021434e-61,"qPSC","VDAC2"
4.59196507566208e-65,-11.057383471993,0.322,0.19,7.79348312641368e-61,"qPSC","TSPAN3"
4.72960986133837e-65,-18.226531625141,0.392,0.248,8.02709385666348e-61,"qPSC","AP3S1"
8.16237536696693e-65,-5.42991017268816,0.628,0.484,1.38531834728163e-60,"qPSC","PSMA7"
1.29180431981353e-64,0.76239039993033,0.318,0.187,2.19245029158751e-60,"qPSC","EMC7"
1.54074286659342e-64,-0.66645343930254,0.352,0.226,2.61494879318236e-60,"qPSC","MDH2"
4.22054672963618e-64,0.673557014277445,0.346,0.215,7.16311190953852e-60,"qPSC","ROCK1"
5.38576150317009e-64,-92.4112922693187,0.114,0.23,9.14071442318027e-60,"qPSC","RGCC"
9.56167522320373e-64,0.603961154865483,0.329,0.2,1.62280751888214e-59,"qPSC","BBX"
1.31266551051475e-63,-5.22495420399649,0.391,0.259,2.22785590444563e-59,"qPSC","XRCC5"
1.31429647873618e-63,1.57381536672909,0.331,0.195,2.23062398371104e-59,"qPSC","TMEM176B"
2.11174031155732e-63,-24.6920996813724,0.505,0.351,3.58404565677509e-59,"qPSC","NDUFB9"
2.67266529291248e-63,-34.0383363624319,0.573,0.425,4.53604753513107e-59,"qPSC","RBX1"
2.75279361258893e-63,-9.71890930549728,0.642,0.495,4.67204131928593e-59,"qPSC","NDUFA1"
2.91582807543497e-63,-194.50165530603,0.096,0.204,4.94874340962823e-59,"qPSC","ATP1B1"
3.00613944950076e-63,-8.58545222281186,0.119,0.228,5.10201987369269e-59,"qPSC","RGS10"
4.75467065602809e-63,-1.73655190578732,0.226,0.118,8.06962703741087e-59,"qPSC","CYBRD1"
5.23055653368582e-63,-20.1488369500714,0.593,0.467,8.87730054897158e-59,"qPSC","PSME1"
6.48054333215774e-63,-3.5818938276828,0.473,0.324,1.09987781433381e-58,"qPSC","CLTA"
9.85810661617962e-63,-1.05937284920294,0.472,0.33,1.67311785489801e-58,"qPSC","VPS28"
1.04585524211474e-62,-3.98527271882002,0.441,0.291,1.77502551691714e-58,"qPSC","RAB1A"
1.24082887176319e-62,-27.4888214988814,0.225,0.114,2.10593476115648e-58,"qPSC","TESC"
1.445451923759e-62,-107.018685172265,0.347,0.48,2.45322100500377e-58,"qPSC","DDIT4"
1.14256871123225e-61,-5.88221838213208,0.672,0.553,1.93916761670338e-57,"qPSC","ARPC2"
3.06485864819834e-61,-6.10064623972195,0.341,0.206,5.20167809772222e-57,"qPSC","SERPINB6"
5.6110748381308e-61,-0.439249966941576,0.243,0.128,9.52311621527559e-57,"qPSC","DYNLT3"
8.11463738433315e-61,-269.864029017254,0.313,0.185,1.37721625686902e-56,"qPSC","CCN2"
1.74828682647598e-60,-1.16537028857161,0.316,0.186,2.96719240189503e-56,"qPSC","NAA20"
2.21005611842074e-60,2.38713721118117,0.548,0.425,3.75090724418368e-56,"qPSC","ARPC5"
2.21755747083267e-60,1.5667859455818,0.362,0.225,3.76363853949721e-56,"qPSC","SPATS2L"
2.36253895506959e-60,-38.6759598582824,0.346,0.211,4.0097011145441e-56,"qPSC","FAM162A"
2.98733194168832e-60,-105.396794320061,0.124,0.24,5.07009977143341e-56,"qPSC","SPINT2"
3.30844491984974e-60,0.386430946413226,0.221,0.112,5.61509271796898e-56,"qPSC","SERF1A"
3.80080021992516e-60,-0.603399580135232,0.267,0.151,6.45071813325697e-56,"qPSC","TSPAN4"
5.01576954768245e-60,0.269704329121363,0.229,0.118,8.51276407632666e-56,"qPSC","NAXE"
5.75268918953389e-60,-329.012575028473,0.124,0.244,9.76346409247692e-56,"qPSC","SERPINA1"
1.01680049902091e-59,0.321113157563878,0.219,0.111,1.72571380693829e-55,"qPSC","IFT57"
1.11923636214136e-59,-5.09470657938824,0.516,0.377,1.89956795382632e-55,"qPSC","PSMA2"
1.28762343535052e-59,-42.1797640029654,0.618,0.464,2.1853544944769e-55,"qPSC","SNX3"
1.85868543858691e-59,0.39657970562832,0.261,0.145,3.15456092636971e-55,"qPSC","ACTR10"
2.00346269356309e-59,0.452768183230031,0.238,0.126,3.40027688351528e-55,"qPSC","C5orf15"
2.07449482088558e-59,-7.24054467835865,0.656,0.511,3.52083261000701e-55,"qPSC","SAP18"
2.40111597427854e-59,-5.78261809488908,0.34,0.209,4.07517403154553e-55,"qPSC","MDH1"
4.29872348708751e-59,0.465233911950529,0.309,0.19,7.29579350228492e-55,"qPSC","IK"
5.75135833562349e-59,0.435297108925315,0.324,0.199,9.76120536722019e-55,"qPSC","ATP6V1E1"
2.21451313834039e-58,-1.64391476768808,0.441,0.302,3.75847169839131e-54,"qPSC","RANBP1"
2.7045683330587e-58,-0.387204377287667,0.201,0.099,4.59019337486723e-54,"qPSC","CDC42EP1"
3.02430578564367e-58,0.56312952830674,0.257,0.149,5.13285177939443e-54,"qPSC","NOP56"
3.90630521811377e-58,0.384188337399807,0.293,0.173,6.6297812161827e-54,"qPSC","HSD17B10"
4.45246815992881e-58,-14.564015437689,0.612,0.465,7.55672896103117e-54,"qPSC","ATP5PF"
4.78917274432136e-58,-8.05257865636726,0.543,0.397,8.12818398166221e-54,"qPSC","IFI16"
1.17182117355603e-57,-123.447898623421,0.104,0.21,1.98881489575929e-53,"qPSC","C12orf75"
1.74621668444754e-57,-27.0401082560839,0.547,0.397,2.96367895684437e-53,"qPSC","NDUFC2"
